Date,Open,High,Low,Close,Volume,Stock
2020-02-06,650.4961469348968,656.26695662953,644.2332031533095,652.1513061523438,15538577,RELIANCE.NS
2020-02-07,649.1094039600182,649.7133433335028,638.9544787429636,641.3478393554688,12209212,RELIANCE.NS
2020-02-10,638.8202476362594,646.6489428047836,630.9692153123326,642.2201538085938,15142476,RELIANCE.NS
2020-02-11,647.4989123607826,655.9091502920886,646.4476326193693,649.8922729492188,13999816,RELIANCE.NS
2020-02-12,651.4132102672503,659.778713137917,650.8987390375679,657.7432250976562,13533565,RELIANCE.NS
2020-02-13,661.076061195236,661.076061195236,654.2986456938107,659.465576171875,13565659,RELIANCE.NS
2020-02-14,660.8524216851458,671.6783575404241,650.0488229864293,665.4825439453125,21227841,RELIANCE.NS
2020-02-17,666.108801931165,673.7808982963232,659.5327193324579,661.2997436523438,13149130,RELIANCE.NS
2020-02-18,660.248373884015,660.248373884015,651.9723392868693,656.4458618164062,11127161,RELIANCE.NS
2020-02-19,661.7918138192991,673.9150960904617,659.8905874009041,672.7296142578125,14084409,RELIANCE.NS
2020-02-20,669.687583672214,674.6084467350322,663.7825121618259,664.7443237304688,16892268,RELIANCE.NS
2020-02-24,657.4972328720769,660.7405401434429,643.9871953423907,646.4028930664062,21370214,RELIANCE.NS
2020-02-25,649.2883120922913,649.2883120922913,630.7678836964259,633.6309814453125,27745062,RELIANCE.NS
2020-02-26,630.7678804610105,631.8191601622372,620.6353526146177,622.7155151367188,29362748,RELIANCE.NS
2020-02-27,620.9260041253467,623.5206972699094,612.4262996742075,620.1431884765625,25054993,RELIANCE.NS
2020-02-28,606.1187459732274,607.0582205033455,592.7429101600251,594.375732421875,39315769,RELIANCE.NS
2020-03-02,606.2082308653773,612.4264415419138,582.0511925175142,588.7838745117188,29500495,RELIANCE.NS
2020-03-03,594.8453531423023,605.6712869241514,591.4007134151205,600.72802734375,27398798,RELIANCE.NS
2020-03-04,604.8213738082619,605.6265863851147,585.0930684252744,599.3189086914062,22105261,RELIANCE.NS
2020-03-05,604.9108873026663,607.4831839260905,584.2431656944867,586.5470581054688,30510390,RELIANCE.NS
2020-03-06,568.1383530699313,576.2578480858582,555.2098603549766,568.585693359375,33734039,RELIANCE.NS
2020-03-09,554.7401548853941,555.1651580471522,489.85162058131226,498.4184265136719,88187018,RELIANCE.NS
2020-03-11,495.6671803789598,527.1832005807552,495.6671803789598,516.0441284179688,59578576,RELIANCE.NS
2020-03-12,485.37810154536595,492.5357258130127,469.1391701914128,475.53631591796875,55970485,RELIANCE.NS
2020-03-13,446.45841570533105,509.98254070964157,421.5856040161474,494.45941162109375,73297403,RELIANCE.NS
2020-03-16,474.4403385952524,483.00714524632815,449.58986531183916,454.3765563964844,38482258,RELIANCE.NS
2020-03-17,468.49050072051966,474.19426900063905,448.78462201274766,450.9319152832031,45445979,RELIANCE.NS
2020-03-18,458.6711544738802,463.41311163950786,429.9063628131876,433.2615051269531,44730415,RELIANCE.NS
2020-03-19,411.60959642106957,432.5904563115507,399.128442171934,410.53594970703125,61404010,RELIANCE.NS
2020-03-20,420.2882223245293,462.9657149231966,416.03836966442924,455.3830871582031,63360475,RELIANCE.NS
2020-03-23,409.86486186475844,424.9854120443488,391.7247049147837,395.48248291015625,40670949,RELIANCE.NS
2020-03-24,416.03838849257653,433.9325104811008,400.73893016882965,422.0329284667969,45734887,RELIANCE.NS
2020-03-25,431.15893082862937,515.1494403179707,430.91289363718744,484.14788818359375,73130298,RELIANCE.NS
2020-03-26,490.209558827126,499.64870950698065,466.29852893357656,476.9678955078125,45744488,RELIANCE.NS
2020-03-27,489.8515946324297,495.3540295280193,468.0207613040913,476.69940185546875,41657940,RELIANCE.NS
2020-03-30,465.51562917935905,480.81508630927294,456.30014975804846,460.9749755859375,30229866,RELIANCE.NS
2020-03-31,480.43484934010263,505.4194933506304,468.8260394087323,498.239501953125,44292810,RELIANCE.NS
2020-04-01,502.04201634176945,503.09329603601816,467.5734864710347,483.3426818847656,41597459,RELIANCE.NS
2020-04-03,507.4997254458984,507.4997254458984,472.5390630031507,482.0005798339844,41367807,RELIANCE.NS
2020-04-07,493.0278714782651,543.086660841312,492.08842686836795,539.5526123046875,54373624,RELIANCE.NS
2020-04-08,527.8765561904218,549.7968858510417,518.9295121126183,533.3118896484375,49880330,RELIANCE.NS
2020-04-09,543.0867091790553,551.4969475185908,533.6923219689452,545.7484741210938,33032857,RELIANCE.NS
2020-04-13,538.590786977077,543.534047096568,527.8766572382242,531.969970703125,23673784,RELIANCE.NS
2020-04-15,535.5040393591676,552.928454098454,511.32460598764607,514.3889770507812,35321842,RELIANCE.NS
2020-04-16,514.3889890858135,531.2094648682425,512.2193584197375,522.5308227539062,37455706,RELIANCE.NS
2020-04-17,543.9813374764348,550.2442808995188,533.535612903734,547.5601196289062,33269335,RELIANCE.NS
2020-04-20,548.4548889228998,562.3227974116861,537.7184224485133,556.4177856445312,36030932,RELIANCE.NS
2020-04-21,541.2972622124873,560.0860954670951,520.719067459836,553.5324096679688,61371628,RELIANCE.NS
2020-04-22,590.5061043699907,619.5393292310587,581.5590584712065,610.0106811523438,142683366,RELIANCE.NS
2020-04-23,611.6882791292506,619.9643142606366,605.4029383592604,613.2763671875,65464502,RELIANCE.NS
2020-04-24,603.9937855419026,668.7705176942633,602.6741016877038,633.8993530273438,134986308,RELIANCE.NS
2020-04-27,641.5043758770541,659.8458688421625,636.5835122845931,639.6031494140625,58482901,RELIANCE.NS
2020-04-28,648.662107872108,651.1001429639149,622.7827186460784,638.887451171875,78453401,RELIANCE.NS
2020-04-29,646.3804914740855,650.294808910519,635.2413590168171,638.3504638671875,37494672,RELIANCE.NS
2020-04-30,650.4291011653437,668.7705945819996,643.3162098274911,655.8197021484375,71345899,RELIANCE.NS
2020-05-04,644.1885533507939,655.3723616641694,634.100699124361,642.041259765625,53456868,RELIANCE.NS
2020-05-05,650.3172243173109,661.6352335022636,647.409392668105,653.42626953125,44903763,RELIANCE.NS
2020-05-06,654.9249553114857,664.2970042488814,646.6489200756587,653.4710693359375,40489094,RELIANCE.NS
2020-05-07,650.8987749292127,677.1360326646604,646.4252520396666,674.1387329101562,50026966,RELIANCE.NS
2020-05-08,691.1605902433332,706.7731874423821,687.6264818225529,698.6761474609375,84262770,RELIANCE.NS
2020-05-11,706.817841580586,722.475230772329,703.3732613494101,705.3863525390625,67085063,RELIANCE.NS
2020-05-12,700.0180784316636,701.6062261496023,655.3722604271993,661.7470092773438,100683202,RELIANCE.NS
2020-05-13,689.5833490177412,689.5833490177412,656.6169951579172,675.7871704101562,66430125,RELIANCE.NS
2020-05-14,663.3909205122524,675.9000855316069,645.8013667337839,648.4657592773438,49266771,RELIANCE.NS
2020-05-15,652.101104371265,662.3523056062347,639.0500542508714,659.0556640625,62152260,RELIANCE.NS
2020-05-18,663.8425028264256,669.2615916574534,644.8755724678133,650.6333618164062,62796089,RELIANCE.NS
2020-05-19,657.9718098763932,660.0943173105137,633.6986696085636,636.2501220703125,42315854,RELIANCE.NS
2020-05-20,636.7469852193168,653.3882265487033,629.0698717548398,647.4497680664062,55320985,RELIANCE.NS
2020-05-21,648.0367074472184,659.9813507786306,643.5207801115246,650.8591918945312,39167981,RELIANCE.NS
2020-05-22,655.6235549779989,658.4234038155449,644.1982199074185,646.478759765625,37828973,RELIANCE.NS
2020-05-26,653.975311032034,654.6752882868365,639.5920326713002,643.0919189453125,33216635,RELIANCE.NS
2020-05-27,646.230439764707,656.6170983783275,637.6501643523708,652.8011474609375,35667956,RELIANCE.NS
2020-05-28,657.0686489767882,668.2455885276171,654.3591041621977,664.858642578125,40126278,RELIANCE.NS
2020-05-29,662.9393746004914,664.7457577060809,656.007450356248,661.3136596679688,40022527,RELIANCE.NS
2020-06-01,668.3583998547684,694.7088927990874,666.5294410326688,686.5802001953125,39943702,RELIANCE.NS
2020-06-02,689.1317954741431,695.4541060723005,686.7834677262479,693.51220703125,22153960,RELIANCE.NS
2020-06-03,697.712053268636,704.4859445214847,692.4509368094127,696.19921875,25381289,RELIANCE.NS
2020-06-04,697.2604077785676,717.8079613810611,695.905665372641,713.427490234375,34202350,RELIANCE.NS
2020-06-05,720.291708575871,730.6783659768879,710.6727564801458,714.2855224609375,33076685,RELIANCE.NS
2020-06-08,730.859089589277,730.859089589277,706.7439793566319,708.776123046875,31414953,RELIANCE.NS
2020-06-09,704.6213771422154,714.872577617686,692.2928811427563,694.1669921875,25857161,RELIANCE.NS
2020-06-10,696.8540614537437,713.3146942802665,695.4767428311673,709.972900390625,22132647,RELIANCE.NS
2020-06-11,707.1954823716251,708.0760679196416,691.3897362648564,694.4154052734375,20385805,RELIANCE.NS
2020-06-12,677.3903578499011,719.3885695925972,676.0355556331963,717.4918823242188,38548899,RELIANCE.NS
2020-06-15,706.7439674657269,734.7201801016447,704.9827364804711,729.1204223632812,53107403,RELIANCE.NS
2020-06-16,741.9683047604242,744.4746053701579,715.9112952066059,730.54296875,51187003,RELIANCE.NS
2020-06-17,726.2752912652263,738.5586354119855,723.4980185831051,729.4816284179688,41782053,RELIANCE.NS
2020-06-18,725.7108570793259,751.9032611106536,725.0786081018418,747.7937622070312,40471557,RELIANCE.NS
2020-06-19,754.1612552518901,807.8105634275437,750.5485488531187,794.5337524414062,105804173,RELIANCE.NS
2020-06-22,800.8559685231744,814.7650268662464,783.5147529061562,788.550048828125,60198705,RELIANCE.NS
2020-06-23,790.2887548472605,796.4981855618333,774.9797401799827,777.1473999023438,37962078,RELIANCE.NS
2020-06-24,783.9212919679801,800.539956785878,772.9927488541816,780.2859497070312,51586221,RELIANCE.NS
2020-06-25,779.9020403666149,789.8371168459703,773.6023058840819,775.7925415039062,39679374,RELIANCE.NS
2020-06-26,780.7149415817722,791.1919028764127,775.3860969939733,786.5178833007812,30921913,RELIANCE.NS
2020-06-29,780.3762638421109,785.6598967514907,774.7313543352946,778.1634521484375,25621946,RELIANCE.NS
2020-06-30,784.4181031225515,786.2244265425657,765.69950630874,769.5606689453125,30276420,RELIANCE.NS
2020-07-01,776.7409392467646,789.8371415415186,771.3443662186169,784.68896484375,28464103,RELIANCE.NS
2020-07-02,790.3307243392775,801.4851428535685,786.7259244633,798.19775390625,28789533,RELIANCE.NS
2020-07-03,807.0169546549783,813.0023064997346,801.6664846343106,810.6897583007812,29434266,RELIANCE.NS
2020-07-06,818.4434059167284,842.4752438841282,812.5941218966552,839.6640014648438,47016185,RELIANCE.NS
2020-07-07,843.3820935391507,845.3545027039052,819.0328460237389,826.8091430664062,35189589,RELIANCE.NS
2020-07-08,827.0813186844387,832.0237061429656,811.6420023700266,815.2694702148438,26204095,RELIANCE.NS
2020-07-09,820.257139626406,832.0463193953086,809.9415548565688,827.1719360351562,36418942,RELIANCE.NS
2020-07-10,829.0990778284718,854.5365672443328,827.1719444149811,851.5665893554688,43759967,RELIANCE.NS
2020-07-13,863.0383906975433,883.1480789947044,861.519399808991,877.3895263671875,69608392,RELIANCE.NS
2020-07-14,876.9360759259316,880.4274760561808,855.7608159923657,869.2277221679688,67331128,RELIANCE.NS
2020-07-15,878.7270634112394,897.2497559791088,815.2694086530637,836.127197265625,139669773,RELIANCE.NS
2020-07-16,837.4874939607755,847.4629995747565,821.8214399496038,835.8551635742188,60961724,RELIANCE.NS
2020-07-17,836.5807150882681,870.5880602549773,833.4066658222266,866.8245849609375,49726765,RELIANCE.NS
2020-07-20,869.5904298045907,876.0291396123432,861.3606541786958,870.5426025390625,36592938,RELIANCE.NS
2020-07-21,879.2033043086632,896.4336871713532,878.0697280668562,893.9624633789062,42173371,RELIANCE.NS
2020-07-22,899.1541819328522,911.3968402873401,889.0426683207968,908.67626953125,59771457,RELIANCE.NS
2020-07-23,908.6535486923683,943.0009721388485,902.9403320698102,933.0708618164062,58333751,RELIANCE.NS
2020-07-24,933.1615612066566,980.771821076851,933.0708895039387,973.1315307617188,120597372,RELIANCE.NS
2020-07-27,987.9359961186242,997.0046048083541,964.8563318326538,977.6884155273438,80304827,RELIANCE.NS
2020-07-28,977.6884283611794,994.8281373893102,975.1718690276076,987.4371948242188,55114422,RELIANCE.NS
2020-07-29,987.5279599955765,989.7497164572247,938.806733983119,950.6866455078125,72663399,RELIANCE.NS
2020-07-30,951.7522051350378,970.2068340349582,939.5095470108182,956.218505859375,72857444,RELIANCE.NS
2020-07-31,958.7805148290605,965.3552331432153,930.8037951910942,937.287841796875,74958061,RELIANCE.NS
2020-08-03,930.1235431581412,932.7081063612384,908.2681255398212,910.9434204101562,46715383,RELIANCE.NS
2020-08-04,916.2032119273854,982.5855095976556,906.9758674005031,975.1492309570312,92041055,RELIANCE.NS
2020-08-05,983.4924363615606,995.7350350128565,960.5034420662862,964.1989135742188,74549993,RELIANCE.NS
2020-08-06,978.0511909769217,982.9029063632007,955.7423553761497,967.6676025390625,49322975,RELIANCE.NS
2020-08-07,965.7179592037863,978.4140370175488,961.36505764665,973.267578125,32984416,RELIANCE.NS
2020-08-10,979.0034992486231,981.6787342996001,955.8784966522267,961.206298828125,26958997,RELIANCE.NS
2020-08-11,967.9849736113041,979.4114660011795,952.3642557487519,967.5315551757812,46828306,RELIANCE.NS
2020-08-12,961.727691023823,972.6100942320181,955.2889807683499,964.7203369140625,30264617,RELIANCE.NS
2020-08-13,964.901699164418,969.8440862641454,956.7399270901238,962.2037963867188,24830322,RELIANCE.NS
2020-08-14,962.4304992398274,978.0512181796919,947.331262509623,958.4630126953125,33224635,RELIANCE.NS
2020-08-17,954.4728113825545,954.4728113825545,938.6480809006554,948.2835083007812,30979066,RELIANCE.NS
2020-08-18,945.4041850307872,967.7583570068861,944.2026051100721,960.6168212890625,30547672,RELIANCE.NS
2020-08-19,970.7963098232202,976.690929595431,961.8863763924035,966.5113525390625,34087543,RELIANCE.NS
2020-08-20,961.2742991196269,963.0426971858464,946.7644877423543,950.8680419921875,22537845,RELIANCE.NS
2020-08-21,960.3674398053548,962.1811736813316,941.7767425366628,943.9758911132812,25280895,RELIANCE.NS
2020-08-24,948.3062160685006,954.2461122540436,938.8294637469554,950.2786254882812,32717218,RELIANCE.NS
2020-08-25,954.926179130093,957.3293988551819,942.2301027513665,944.0891723632812,19388008,RELIANCE.NS
2020-08-26,945.404223995661,973.9477001185352,928.1738418761494,969.11865234375,59870421,RELIANCE.NS
2020-08-27,973.9703303109421,974.8772272109728,953.6792992534803,957.0120239257812,28085062,RELIANCE.NS
2020-08-28,961.2742345079785,967.1235185049004,955.0395957954092,959.528564453125,27166900,RELIANCE.NS
2020-08-31,985.7595292256586,985.7595292256586,934.2270624878475,943.4544067382812,62076132,RELIANCE.NS
2020-09-01,952.2056589351107,962.3625085827924,935.1566206196067,946.4244384765625,38616258,RELIANCE.NS
2020-09-02,948.5782147606872,969.4360647157956,945.4042254030269,964.992431640625,26949439,RELIANCE.NS
2020-09-03,964.9016778588206,969.7760610777761,953.5659168770757,957.692138671875,18586429,RELIANCE.NS
2020-09-04,944.7467140146105,950.8226774812872,939.6002554209449,941.8900756835938,28475945,RELIANCE.NS
2020-09-07,944.9507158856927,954.8128218318382,926.9267781694189,944.3385620117188,21926473,RELIANCE.NS
2020-09-08,948.578195976428,961.7276915670202,943.3637335909106,955.425048828125,27397082,RELIANCE.NS
2020-09-09,945.4042412879571,982.9483238635318,943.7945186882138,980.023681640625,55310877,RELIANCE.NS
2020-09-10,989.8858259136236,1063.2737150092375,986.3716977544623,1049.239990234375,140304404,RELIANCE.NS
2020-09-11,1048.3331597240744,1060.0542764084548,1037.042733630043,1051.84716796875,59470807,RELIANCE.NS
2020-09-14,1054.2276724587873,1070.097737564955,1034.7300199764575,1044.048095703125,44063445,RELIANCE.NS
2020-09-15,1048.3105552889465,1054.5678626798037,1037.5188229090886,1051.439208984375,27178393,RELIANCE.NS
2020-09-16,1051.9604186878269,1074.3372576523657,1047.6755813917168,1054.0235595703125,33952295,RELIANCE.NS
2020-09-17,1051.960379773106,1058.1724701146538,1039.19630018031,1042.3250732421875,25828669,RELIANCE.NS
2020-09-18,1049.35337764639,1051.711201831605,1032.2590023834325,1045.4765625,33074915,RELIANCE.NS
2020-09-21,1042.8918823662696,1059.2154272970997,1019.0187188937507,1022.8729858398438,33627381,RELIANCE.NS
2020-09-22,1032.4629482711289,1032.4629482711289,998.2515919553894,1002.6045532226562,34792254,RELIANCE.NS
2020-09-23,1024.7545693680095,1032.3495230627832,999.9519032941756,1011.5143432617188,42988708,RELIANCE.NS
2020-09-24,1001.1309446575593,1009.3379933129081,986.689136840463,989.0243530273438,29826318,RELIANCE.NS
2020-09-25,992.5610883137335,1003.3527603033637,982.7216491326262,998.3196411132812,28374935,RELIANCE.NS
2020-09-28,1009.7914367963479,1014.7792199657465,1000.7454952765087,1004.9170532226562,19666849,RELIANCE.NS
2020-09-29,1008.8846136182149,1026.5683543037608,1004.9170669476492,1017.9758911132812,25842539,RELIANCE.NS
2020-09-30,1024.7546512095244,1027.928640481229,1008.8845849148897,1013.1242065429688,24465159,RELIANCE.NS
2020-10-01,1026.4777157574597,1026.4777157574597,1003.8968628083494,1008.9979858398438,20783227,RELIANCE.NS
2020-10-05,1017.4997065200467,1019.8348626021702,1000.2693849664739,1003.0806274414062,18922799,RELIANCE.NS
2020-10-06,1008.9979425426255,1012.9200933518428,998.296942586189,1002.2418212890625,18412175,RELIANCE.NS
2020-10-07,1013.4188487180892,1046.9727737786616,1006.6173920088511,1023.62109375,53170865,RELIANCE.NS
2020-10-08,1024.301155767066,1028.3821018510423,1007.5695886566497,1015.3458862304688,21077808,RELIANCE.NS
2020-10-09,1013.4187679155898,1021.5805393031379,1005.3023323729889,1012.7159423828125,18545499,RELIANCE.NS
2020-10-12,1013.4188838080661,1022.8275119437076,1009.4513972409951,1014.348388671875,14226473,RELIANCE.NS
2020-10-13,1011.4238870505349,1036.4306896985922,1009.2700740618499,1034.140869140625,23112012,RELIANCE.NS
2020-10-14,1033.324638008591,1044.7057362892785,1028.6088696874467,1037.22412109375,26742011,RELIANCE.NS
2020-10-15,1038.3575230267356,1038.3575230267356,995.2815705789496,1000.4960327148438,20036197,RELIANCE.NS
2020-10-16,1004.3502142447803,1012.2851869024872,985.1473645281419,986.57568359375,21583600,RELIANCE.NS
2020-10-19,993.0371147391401,1010.5622392043457,977.2123844835455,986.757080078125,31200385,RELIANCE.NS
2020-10-20,988.0267509433463,994.3747895538761,975.8974318290545,977.552490234375,18482288,RELIANCE.NS
2020-10-21,983.0389831777511,993.9213260213652,951.1853919731954,963.3600463867188,34082321,RELIANCE.NS
2020-10-22,964.6296137675083,966.9421018379,948.1247264007278,955.35693359375,30802210,RELIANCE.NS
2020-10-23,954.9262077062731,968.0757029274415,950.5733065108839,958.1229248046875,23422125,RELIANCE.NS
2020-10-26,953.0898169372152,953.0898169372152,915.2509933655792,920.057373046875,37324416,RELIANCE.NS
2020-10-27,922.6872638083931,934.0003573150689,909.129685940206,922.5059204101562,36478896,RELIANCE.NS
2020-10-28,925.8158484232022,933.0254473288481,910.2178586428503,912.0542602539062,29924017,RELIANCE.NS
2020-10-29,905.5022363151312,925.9066672658702,902.7816655110513,919.059814453125,30655304,RELIANCE.NS
2020-10-30,922.0523759951716,936.3808421846666,916.7472424236149,931.574462890625,34021563,RELIANCE.NS
2020-11-02,919.1051761545775,919.1051761545775,842.9967754989971,851.2945556640625,99366895,RELIANCE.NS
2020-11-03,856.9851117444604,865.6003029117848,832.0917710410919,839.0292358398438,88691623,RELIANCE.NS
2020-11-04,832.9532636853438,874.6689636295238,832.9532636853438,867.5046997070312,80180117,RELIANCE.NS
2020-11-05,886.4354009237527,889.1559715685411,876.029144746573,886.4580688476562,37205373,RELIANCE.NS
2020-11-06,902.3282736472202,924.9997976298749,896.9550756882459,920.080078125,66674086,RELIANCE.NS
2020-11-09,935.0205666821017,938.1492199552745,923.1859913130511,929.8514404296875,35838510,RELIANCE.NS
2020-11-10,941.7767378395364,947.6713579150476,925.5439246746041,945.2001342773438,36934242,RELIANCE.NS
2020-11-11,947.2179220787752,949.9384928452779,896.9323689240059,905.5928955078125,56724780,RELIANCE.NS
2020-11-12,898.2472405870444,910.693908818151,890.9923061234117,897.7937622070312,40046527,RELIANCE.NS
2020-11-13,898.7007816340105,923.4807818666762,898.5874420075651,905.2301635742188,45388670,RELIANCE.NS
2020-11-14,913.6186721505104,913.8000155522184,904.7540741586882,907.9053955078125,5226220,RELIANCE.NS
2020-11-17,945.4041769988106,945.4041769988106,900.0610116001939,903.8018188476562,46542562,RELIANCE.NS
2020-11-18,903.8018324500739,909.8098520291383,888.7705994600573,901.05859375,30402290,RELIANCE.NS
2020-11-19,901.0585724391551,911.6008364153229,892.4433818817643,894.6878662109375,27796343,RELIANCE.NS
2020-11-20,895.5266860839987,899.5169003772073,859.2521905953536,861.2926635742188,57471248,RELIANCE.NS
2020-11-23,884.644369365096,893.2595600473776,873.4219475565428,884.5083618164062,45327567,RELIANCE.NS
2020-11-24,890.5390386169317,895.0733434410346,876.0292271989675,890.5617065429688,30936268,RELIANCE.NS
2020-11-25,897.7938413094128,903.6657931642695,880.654192057057,883.193359375,32637879,RELIANCE.NS
2020-11-26,885.5739443403047,890.9924179780169,875.1450197156285,885.369873046875,25838637,RELIANCE.NS
2020-11-27,879.8833317328676,886.956863707273,871.2228051404243,875.0316162109375,47336811,RELIANCE.NS
2020-12-01,879.8153957062484,891.5593007073751,875.1450831922687,886.412841796875,19750687,RELIANCE.NS
2020-12-02,888.0451500921909,889.6322047606417,877.3895457117752,887.886474609375,22188887,RELIANCE.NS
2020-12-03,894.1665064634373,898.2927286508155,888.1131507545629,890.5617065429688,27785372,RELIANCE.NS
2020-12-04,892.8061306985533,892.8061306985533,879.6566356036066,882.71728515625,18464552,RELIANCE.NS
2020-12-07,879.9287495447478,890.9924362657266,879.9287495447478,887.9091186523438,18242188,RELIANCE.NS
2020-12-08,889.2467387240156,913.3239128258733,884.1909519390108,904.028564453125,43403061,RELIANCE.NS
2020-12-09,911.3741647568241,922.1885038844979,906.5224492987908,919.0824584960938,29175254,RELIANCE.NS
2020-12-10,916.6566123106188,919.7852655926706,907.3159283447815,910.0364990234375,16065507,RELIANCE.NS
2020-12-11,912.7570925495094,924.0929139357568,895.1866323672836,909.492431640625,26944202,RELIANCE.NS
2020-12-14,910.467220412345,913.6639373326992,900.6731183081919,902.9176025390625,17312747,RELIANCE.NS
2020-12-15,902.1921882018914,902.1921882018914,889.2240359631435,895.2320556640625,18551265,RELIANCE.NS
2020-12-16,901.4213476389596,904.5727289498443,891.3098338764274,896.2295532226562,18561011,RELIANCE.NS
2020-12-17,899.8343145472157,909.1296626703094,896.5015899774218,900.3330688476562,20252358,RELIANCE.NS
2020-12-18,897.8392107518212,909.084299862856,890.992358453629,903.0309448242188,18466344,RELIANCE.NS
2020-12-21,911.396891229463,916.8380330457733,841.228385961526,879.5206298828125,44135540,RELIANCE.NS
2020-12-22,883.737487050984,888.226455543862,856.2821939144102,878.1602783203125,28140001,RELIANCE.NS
2020-12-23,875.1223699613015,884.8484691755272,870.8827482738318,881.4024047851562,19501410,RELIANCE.NS
2020-12-24,882.8306894509022,906.3184389463692,882.3319351071959,904.2100219726562,20776988,RELIANCE.NS
2020-12-28,909.9006066659106,915.0243977332622,904.7314797444484,908.3589477539062,17221499,RELIANCE.NS
2020-12-29,910.943413813905,912.4397367118075,898.9501027379986,902.3508911132812,18611939,RELIANCE.NS
2020-12-30,904.7086818653785,910.1271552061415,895.7760806552021,904.822021484375,22043630,RELIANCE.NS
2020-12-31,903.9151605691493,912.2582756026694,897.1590400316046,900.197021484375,18781189,RELIANCE.NS
2021-01-01,901.421320358103,905.5022064134912,898.7007496438623,901.1946411132812,10015175,RELIANCE.NS
2021-01-04,904.6406964491767,906.3636985650919,892.3527025549105,902.713623046875,24513534,RELIANCE.NS
2021-01-05,892.806069337439,899.4261822629604,886.9114498823324,891.4911499023438,24123091,RELIANCE.NS
2021-01-06,891.4004573776713,891.4457932255564,863.854552119663,867.9807739257812,46401468,RELIANCE.NS
2021-01-07,870.8146957594764,881.9237776804218,863.854563591743,866.5751342773438,32325918,RELIANCE.NS
2021-01-08,869.6811807226603,878.9311936650147,867.0059456976594,876.800048828125,27540187,RELIANCE.NS
2021-01-11,879.1125050229124,879.1125050229124,858.1186482532938,860.2724609375,33307825,RELIANCE.NS
2021-01-12,862.87970997784,888.7252828199374,861.4740587259083,887.3876953125,41161546,RELIANCE.NS
2021-01-13,890.3349713085404,895.5040980209848,869.8852636562669,879.112548828125,26619458,RELIANCE.NS
2021-01-14,881.9237826562116,891.8539526683576,879.225879879633,888.997314453125,21553242,RELIANCE.NS
2021-01-15,888.9973558240713,894.9826476255291,870.6107298685408,878.5004272460938,20593268,RELIANCE.NS
2021-01-18,883.7828981720585,905.5022489944743,872.1070575050039,899.5849609375,35100458,RELIANCE.NS
2021-01-19,904.4366615381475,920.9188817318542,904.4366615381475,914.298828125,32006615,RELIANCE.NS
